419,-0.855889,1.84243,2.46653
469,-0.855889,1.84243,2.46653
520,-0.855889,1.84243,2.46653
570,-0.855889,1.84243,2.46653
618,-0.848519,1.84768,2.47712
668,-0.80649,1.84598,2.5141
719,-0.855889,1.84243,2.46653
768,-0.812265,1.8406,2.50498
819,-0.84369,1.84188,2.48219
871,-0.905794,1.83975,2.41814
919,-0.855889,1.84243,2.46653
969,-0.855889,1.84243,2.46653
1022,-0.855889,1.84243,2.46653
1070,-0.855889,1.84243,2.46653
1120,-0.855889,1.84243,2.46653
1169,-0.855889,1.84243,2.46653
1222,-0.812265,1.8406,2.50498
1270,-0.873806,1.83788,2.44131
1320,-0.812265,1.8406,2.50498
1370,-0.855889,1.84243,2.46653
1418,-0.855889,1.84243,2.46653
1469,-0.793494,1.84603,2.53102
1519,-0.855889,1.84243,2.46653
1569,-0.855889,1.84243,2.46653
1618,-0.812265,1.8406,2.50498
1668,-0.835735,1.84759,2.49382
1718,-0.855889,1.84243,2.46653
1770,-0.873806,1.83788,2.44131
1819,-0.812265,1.8406,2.50498
1867,-0.855889,1.84243,2.46653
1918,-0.873806,1.83788,2.44131
1970,-0.873806,1.83788,2.44131
2019,-0.855889,1.84243,2.46653
2068,-0.855889,1.84243,2.46653
2118,-0.873806,1.83788,2.44131
2169,-0.855889,1.84243,2.46653
2221,-0.855889,1.84243,2.46653
2268,-0.873806,1.83788,2.44131
2320,-0.793494,1.84603,2.53102
2368,-0.812265,1.8406,2.50498
2417,-0.812265,1.8406,2.50498
2466,-0.855889,1.84243,2.46653
2514,-0.855889,1.84243,2.46653
2564,-0.855889,1.84243,2.46653
2614,-0.855889,1.84243,2.46653
2662,-0.855889,1.84243,2.46653
2713,-0.812265,1.8406,2.50498
2765,-0.812265,1.8406,2.50498
2814,-0.80039,1.85172,2.5193
2865,-0.812265,1.8406,2.50498
2915,-0.855889,1.84243,2.46653
2964,-0.855889,1.84243,2.46653
3015,-0.812265,1.8406,2.50498
3066,-0.855889,1.84243,2.46653
3125,-0.855889,1.84243,2.46653
3174,-0.855889,1.84243,2.46653
3227,-0.855889,1.84243,2.46653
3276,-0.855889,1.84243,2.46653
3331,-0.855889,1.84243,2.46653
3381,-0.855889,1.84243,2.46653
3436,-0.855889,1.84243,2.46653
3485,-0.855889,1.84243,2.46653
3540,-0.855889,1.84243,2.46653
3591,-0.873806,1.83788,2.44131
3640,-0.796949,1.8569,2.52638
3689,-0.855889,1.84243,2.46653
3741,-0.855889,1.84243,2.46653
3790,-0.813043,1.85165,2.50273
3840,-0.812265,1.8406,2.50498
3886,-0.855889,1.84243,2.46653
3939,-0.812265,1.8406,2.50498
3984,-0.855889,1.84243,2.46653
4037,-0.855889,1.84243,2.46653
4085,-0.855889,1.84243,2.46653
4140,-0.873806,1.83788,2.44131
4188,-0.855889,1.84243,2.46653
4243,-0.812265,1.8406,2.50498
4289,-0.873806,1.83788,2.44131
4344,-0.812265,1.8406,2.50498
4391,-0.855889,1.84243,2.46653
4440,-0.835735,1.84759,2.49382
