419,0.244137,-1.66676,2.48581
469,0.244137,-1.66676,2.48581
520,0.244137,-1.66676,2.48581
570,0.244137,-1.66676,2.48581
618,0.255789,-1.66701,2.46769
668,0.37134,-1.67076,2.35474
719,0.244137,-1.66676,2.48581
768,0.362901,-1.67045,2.36971
819,0.280219,-1.66362,2.4477
871,0.11006,-1.66486,2.62371
919,0.244137,-1.66676,2.48581
969,0.244137,-1.66676,2.48581
1022,0.244137,-1.66676,2.48581
1070,0.244137,-1.66676,2.48581
1120,0.244137,-1.66676,2.48581
1169,0.244137,-1.66676,2.48581
1222,0.362901,-1.67045,2.36971
1270,0.205015,-1.67037,2.53364
1320,0.362901,-1.67045,2.36971
1370,0.244137,-1.66676,2.48581
1418,0.244137,-1.66676,2.48581
1469,0.411988,-1.66797,2.31143
1519,0.244137,-1.66676,2.48581
1569,0.244137,-1.66676,2.48581
1618,0.362901,-1.67045,2.36971
1668,0.294132,-1.66379,2.42668
1718,0.244137,-1.66676,2.48581
1770,0.205015,-1.67037,2.53364
1819,0.362901,-1.67045,2.36971
1867,0.244137,-1.66676,2.48581
1918,0.205015,-1.67037,2.53364
1970,0.205015,-1.67037,2.53364
2019,0.244137,-1.66676,2.48581
2068,0.244137,-1.66676,2.48581
2118,0.205015,-1.67037,2.53364
2169,0.244137,-1.66676,2.48581
2221,0.244137,-1.66676,2.48581
2268,0.205015,-1.67037,2.53364
2320,0.411988,-1.66797,2.31143
2368,0.362901,-1.67045,2.36971
2417,0.362901,-1.67045,2.36971
2466,0.244137,-1.66676,2.48581
2514,0.244137,-1.66676,2.48581
2564,0.244137,-1.66676,2.48581
2614,0.244137,-1.66676,2.48581
2662,0.244137,-1.66676,2.48581
2713,0.362901,-1.67045,2.36971
2765,0.362901,-1.67045,2.36971
2814,0.375557,-1.67474,2.34606
2865,0.362901,-1.67045,2.36971
2915,0.244137,-1.66676,2.48581
2964,0.244137,-1.66676,2.48581
3015,0.362901,-1.67045,2.36971
3066,0.244137,-1.66676,2.48581
3125,0.244137,-1.66676,2.48581
3174,0.244137,-1.66676,2.48581
3227,0.244137,-1.66676,2.48581
3276,0.244137,-1.66676,2.48581
3331,0.244137,-1.66676,2.48581
3381,0.244137,-1.66676,2.48581
3436,0.244137,-1.66676,2.48581
3485,0.244137,-1.66676,2.48581
3540,0.244137,-1.66676,2.48581
3591,0.205015,-1.67037,2.53364
3640,0.37941,-1.67466,2.33576
3689,0.244137,-1.66676,2.48581
3741,0.244137,-1.66676,2.48581
3790,0.338742,-1.67763,2.38558
3840,0.362901,-1.67045,2.36971
3886,0.244137,-1.66676,2.48581
3939,0.362901,-1.67045,2.36971
3984,0.244137,-1.66676,2.48581
4037,0.244137,-1.66676,2.48581
4085,0.244137,-1.66676,2.48581
4140,0.205015,-1.67037,2.53364
4188,0.244137,-1.66676,2.48581
4243,0.362901,-1.67045,2.36971
4289,0.205015,-1.67037,2.53364
4344,0.362901,-1.67045,2.36971
4391,0.244137,-1.66676,2.48581
4440,0.294132,-1.66379,2.42668
4485,0.362901,-1.67045,2.36971
4534,0.244137,-1.66676,2.48581
4580,0.252227,-1.66714,2.47707
4631,0.411988,-1.66797,2.31143
4681,0.252227,-1.66714,2.47707
4731,0.205015,-1.67037,2.53364
4782,0.362901,-1.67045,2.36971
4837,0.244137,-1.66676,2.48581
4885,0.334512,-1.67726,2.38964
4934,0.341181,-1.6777,2.38234
4983,0.244137,-1.66676,2.48581
5032,0.341181,-1.6777,2.38234
5086,0.294132,-1.66379,2.42668
5140,0.244137,-1.66676,2.48581
5194,0.33193,-1.67386,2.40268
5241,0.244137,-1.66676,2.48581
5293,0.244137,-1.66676,2.48581
5339,0.432756,-1.67794,2.30502
5390,0.252227,-1.66714,2.47707
5437,0.334512,-1.67726,2.38964
5492,0.244137,-1.66676,2.48581
5538,0.244137,-1.66676,2.48581
5593,0.298322,-1.68054,2.43439
5644,0.205015,-1.67037,2.53364
5693,0.244137,-1.66676,2.48581
5744,0.254193,-1.6592,2.48528
5794,0.411988,-1.66797,2.31143
5840,0.362901,-1.67045,2.36971
5894,0.334512,-1.67726,2.38964
5941,0.294132,-1.66379,2.42668
5990,0.252227,-1.66714,2.47707
6035,0.298322,-1.68054,2.43439
6093,0.411988,-1.66797,2.31143
6141,0.37941,-1.67466,2.33576
6191,0.244137,-1.66676,2.48581
6235,0.244137,-1.66676,2.48581
6288,0.244137,-1.66676,2.48581
6334,0.375557,-1.67474,2.34606
6384,0.37134,-1.67076,2.35474
6429,0.244137,-1.66676,2.48581
6479,0.375557,-1.67474,2.34606
6525,0.244137,-1.66676,2.48581
6576,0.440235,-1.68222,2.28653
6624,0.298322,-1.68054,2.43439
6671,0.244137,-1.66676,2.48581
6721,0.324776,-1.67343,2.4105
6770,0.244137,-1.66676,2.48581
6820,0.324776,-1.67343,2.4105
6867,0.294132,-1.66379,2.42668
6915,0.37134,-1.67076,2.35474
6961,2.51627,-1.49596,0.170918
7014,0.324776,-1.67343,2.4105
7060,0.294132,-1.66379,2.42668
7111,0.244137,-1.66676,2.48581
7158,0.244137,-1.66676,2.48581
7212,0.324776,-1.67343,2.4105
7257,0.294132,-1.66379,2.42668
7310,0.324776,-1.67343,2.4105
7359,0.324776,-1.67343,2.4105
7414,0.37134,-1.67076,2.35474
7462,0.37134,-1.67076,2.35474
7519,0.324776,-1.67343,2.4105
7567,0.324776,-1.67343,2.4105
7620,0.294132,-1.66379,2.42668
7669,0.37941,-1.67466,2.33576
7727,0.37134,-1.67076,2.35474
7775,0.294132,-1.66379,2.42668
7827,0.287625,-1.67677,2.4564
7875,0.37134,-1.67076,2.35474
7929,0.294132,-1.66379,2.42668
7978,0.294132,-1.66379,2.42668
8031,0.37134,-1.67076,2.35474
8081,0.294132,-1.66379,2.42668
8136,0.411988,-1.66797,2.31143
8185,0.477732,-1.6757,2.2508
8238,0.298322,-1.68054,2.43439
8284,0.477732,-1.6757,2.2508
8338,0.375557,-1.67474,2.34606
8387,0.37134,-1.67076,2.35474
8442,0.33193,-1.67386,2.40268
8490,0.334512,-1.67726,2.38964
8544,0.375557,-1.67474,2.34606
8592,0.334512,-1.67726,2.38964
8651,0.37134,-1.67076,2.35474
8701,0.37134,-1.67076,2.35474
8759,0.342475,-1.66609,2.40238
8809,0.254193,-1.6592,2.48528
8861,0.33193,-1.67386,2.40268
8911,0.37134,-1.67076,2.35474
8964,0.324776,-1.67343,2.4105
9014,0.37134,-1.67076,2.35474
9065,0.324776,-1.67343,2.4105
9113,0.37134,-1.67076,2.35474
9164,0.37134,-1.67076,2.35474
9213,0.324776,-1.67343,2.4105
9264,0.342475,-1.66609,2.40238
9313,0.39007,-1.67895,2.31453
9364,0.37941,-1.67466,2.33576
9414,0.37941,-1.67466,2.33576
9467,0.324776,-1.67343,2.4105
9516,0.37134,-1.67076,2.35474
9569,0.37134,-1.67076,2.35474
9616,0.294132,-1.66379,2.42668
9668,0.383366,-1.67503,2.33197
9718,0.383366,-1.67503,2.33197
9771,0.271748,-1.67128,2.44666
9819,0.244137,-1.66676,2.48581
9871,0.244137,-1.66676,2.48581
9920,0.324776,-1.67343,2.4105
9973,0.244137,-1.66676,2.48581
