576,0.046643,0.976101,0.0604762,-0.203453
645,0.0500822,0.982997,0.0515453,-0.168973
710,0.0349685,0.97391,0.0656911,-0.214387
775,0.0349685,0.97391,0.0656911,-0.214387
838,0.046554,0.977173,0.0493723,-0.201317
899,0.0552534,0.980806,0.0435767,-0.181843
955,0.0403839,0.979302,0.0575556,-0.1898
1009,0.0403839,0.979302,0.0575556,-0.1898
1072,0.0519087,0.974111,0.052323,-0.213717
1135,0.0500822,0.982997,0.0515453,-0.168973
1201,0.046643,0.976101,0.0604762,-0.203453
1259,0.0345115,0.974969,0.058665,-0.211666
1320,0.0477603,0.975663,0.0558975,-0.20658
1382,0.0553265,0.980235,0.0490564,-0.183499
1444,0.0553265,0.980235,0.0490564,-0.183499
1504,0.0691223,0.980303,0.0508544,-0.177884
1566,0.0691223,0.980303,0.0508544,-0.177884
1626,0.0488699,0.983279,0.0460838,-0.169265
1687,0.0521175,0.973382,0.0578633,-0.215552
1748,0.0456383,0.976494,0.0549537,-0.203364
1807,0.0593695,0.977005,0.0566495,-0.196791
1866,0.0593695,0.977005,0.0566495,-0.196791
1928,0.0593695,0.977005,0.0566495,-0.196791
1986,0.0593695,0.977005,0.0566495,-0.196791
2047,0.0593695,0.977005,0.0566495,-0.196791
2109,0.0456383,0.976494,0.0549537,-0.203364
2167,0.0456383,0.976494,0.0549537,-0.203364
2228,0.0456383,0.976494,0.0549537,-0.203364
2286,0.0593695,0.977005,0.0566495,-0.196791
2345,0.0593695,0.977005,0.0566495,-0.196791
2404,0.0593695,0.977005,0.0566495,-0.196791
2465,0.0456383,0.976494,0.0549537,-0.203364
2525,0.0540374,0.980215,0.0491524,-0.183962
2584,0.0593695,0.977005,0.0566495,-0.196791
2644,0.0593695,0.977005,0.0566495,-0.196791
2702,0.0593695,0.977005,0.0566495,-0.196791
2762,0.0593695,0.977005,0.0566495,-0.196791
2820,0.0540374,0.980215,0.0491524,-0.183962
2877,0.0593695,0.977005,0.0566495,-0.196791
2933,0.0691223,0.980303,0.0508544,-0.177884
2993,0.0593695,0.977005,0.0566495,-0.196791
3053,0.0593695,0.977005,0.0566495,-0.196791
3113,0.0691223,0.980303,0.0508544,-0.177884
3173,0.0691223,0.980303,0.0508544,-0.177884
3235,0.0691223,0.980303,0.0508544,-0.177884
3295,0.0691223,0.980303,0.0508544,-0.177884
3355,0.0691223,0.980303,0.0508544,-0.177884
3415,0.0691223,0.980303,0.0508544,-0.177884
3478,0.0691223,0.980303,0.0508544,-0.177884
3539,0.0593695,0.977005,0.0566495,-0.196791
3603,0.0691223,0.980303,0.0508544,-0.177884
3663,0.0691223,0.980303,0.0508544,-0.177884
